Name	Assigned Name	Formula	KEGG Pathways	Metabolika Pathways	Molecular Weight	RT [min]	Area: C2.raw (F17)	Area: C4.raw (F18)	Area: C6.raw (F19)	Area: A1.raw (F1)	Area: A3.raw (F3)	Area: A5.raw (F5)	Area: D1.raw (F20)	Area: D3.raw (F22)	Area: D5.raw (F24)	Area: B1.raw (F7)	Area: B3.raw (F9)	Area: B5.raw (F11)	Area: B2.raw (F8)	Area: B4.raw (F10)	Area: B6.raw (F12)	Area: D2.raw (F21)	Area: D4.raw (F23)	Area: D6.raw (F25)	Area: A2.raw (F2)	Area: A4.raw (F4)	Area: A6.raw (F6)
Compound66	δ-Valerolactam	C5 H9 N O	Biosynthesis of secondary metabolites;Cyanoamino acid metabolism	Superpathway of linamarin and lotaustralin biosynthesis	99.0687	16.223	118132294.595997	115434740.108611	181428369.310547	47271534.24731	32947793.1190339	22016485.7256612	58892021.2707937	39834148.504786	78604658.27496	109662460.81521	92851870.1858659	78972446.6107514	117658754.823034	44867443.905684	63834292.6672913	116019630.753669	109660074.894813	77780724.7308929	69987860.5937725	97775838.2973819	165438613.10646
Compound67	Cyclohexylamine	C6 H13 N	Microbial metabolism in diverse environments;Other		99.1051	4.844	224851333.888486	589365898.073602	439637011.55003	433534426.172034	353888158.518771	209094901.965405	328672324.720503	317163391.47249	446835106.160993	188289385.393904	284709781.72966	167402492.208267	354952575.567213	326021767.197454	435462420.873982	408201326.006218	329693427.810731	342175421.26579	586414514.021281	309194074.105161	360048742.187467
Compound68	Cyclohexylamine	C6 H13 N	Microbial metabolism in diverse environments;Other		99.10512	4.554	207133751.759937	398175680.36061	171994989.04486	433534426.172034	10095971.3011326	209094901.965405	84590099.6981857	215071315.205663	313580593.359943	198149858.249323	97148801.6099737	40480867.2624864	193383888.31478	104716427.252526	124058713.258053	325225157.748722	179360295.733547	205529023.333477	586414514.021281	309194074.105161	360048742.187467
Compound69	Cyclohexylamine	C6 H13 N	Microbial metabolism in diverse environments;Other		99.10513	10.439	431031816.792705	1317938258.12911	1158886656.78095	260041568.978744	412699325.33034	289718328.666124	916012096.973052	988868292.975636	1432994253.59509	384193873.636416	997778848.634732	981282088.65479	891591598.901034	618445685.184286	882172745.860454	1849708315.0387	1325534777.91997	835942328.437253	432625594.347944	567240059.71199	639830068.712775
Compound70		C H2 Cl F S			99.95479	4.355	14892844.0989442	3998906.11729434	6277277.12379479	4501940.65367466	1955310.06611838	4106846.06282338	3969025.06987153	4145302.65017406	3658592.49215113	2307107.55606249	14592339.6082208	1449036.14437487	3917112.59662126	3930458.24422307	4245199.15613191	3799147.46754973	5197522.60531108	8846201.66692681	5544996.12583392	134157445.074759	4582064.20547679
Compound71		C H2 Cl F S			99.95481	4.886	4010850.11038889	2225895.1846629	1274231.27779396	1631396.47833555	894988.67828665	1111698.52459047	1005366.59233507	1528417.45754534	1592151.03285604	737566.201191724	7340257.06150205	886432.599714737	956942.462521246	1127005.98512156	1243291.96932706	1310319.19777933	1779741.6936856	22959605.0041507	4479526.04571371	6343879.98885145	1489837.63499595
Compound72	(2E)-4-Oxo-2-butenoic acid	C4 H4 O3			100.01641	9.173	3436761.12448633	13129318.4552688	12976059.0878	19173820.1667961	13582574.6593299	17459769.7013678	22387338.8220574	46937272.784488	13305255.4064288	15111400.7677575	52115623.4833321	50854997.6220874	98968194.4886486	86112189.0043661	62100505.7468115	62343593.9376902	45477326.7877165	7020929.68876534	17691429.5041982	22538658.0481568	16179939.3784648
Compound73	1560550	C4 H7 N O2	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Cysteine and methionine metabolism;Other	Superpathway of jasmonoyl-amino acid conjugates biosynthesis;Superpathway of L-methionine salvage and degradation;Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Other	101.04805	3.73	503849837.611167	395384407.382077	211364282.678567	118013892.849944	24699145.4664732	198638863.966789	53075931.2866186	100086948.923051	288830835.871026	13163742.4418269	11221595.2733029	10943931.2023094	43552174.4301466	269683806.463592	241641999.30219	257089609.157014	58637997.9991278	359545796.661951	186186276.305889	207690003.858042	246122754.034564
Compound74	(Z)-dehydrobutyrine	C4 H7 N O2	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Cysteine and methionine metabolism;Other	Superpathway of jasmonoyl-amino acid conjugates biosynthesis;Superpathway of L-methionine salvage and degradation;Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Other	101.04806	4.123	853904987.267587	1032218867.28607	498675528.973922	727840216.155965	583618818.621665	491938760.489758	185330110.268239	158611858.814025	579218595.114526	156456937.807996	113041359.355316	64250552.3310764	561085469.117582	451255349.604725	409601753.218436	817083372.916757	215940201.626455	818890675.069486	846325464.601519	794307374.377011	774228558.260872
Compound75	ZV4	C5 H11 N O	Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;2-Oxocarboxylic acid metabolism;Cyanoamino acid metabolism;Glucosinolate biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Other	Superpathway of linamarin and lotaustralin biosynthesis;Other	101.08431	3.727	161408288.235437	163082004.803255	162916773.303727	160105849.422132	385190993.910845	70994638.3826389	209899291.394495	94577759.0354664	69464994.1412098	33707790.0542633	40168619.5993638	103290741.007678	15756235.1441904	15159397.1669581	21769366.119001	37762287.8579134	84278906.0073796	67059244.5848218	115601008.254355	55722232.5737903	55476808.8136961
Compound76					101.09561	4.23	4237398.13228344	12314885.3141581	19885260.9728713	4463083.9549757	1923974.25333624	2644195.54662635	16878980.8936017	11862114.1427136	9862486.87753496	3754453.75540521	8811634.36863534	4196524.69590368	10044995.7444133	8321802.15374075	15624576.2059766	13878940.9503504	10112678.0662856	20728010.506703	7537799.31233121	3975206.77916185	2805562.05181238
Compound77	Triethylamine	C6 H15 N			101.12074	10.07	35131786.9986744	36180070.4670781	25559029.8732462	26986288.4506876	28926033.3696575	32644325.3719739	30423171.9510056	32423276.1109691	32890655.4432823	30572155.1771427	39468325.9856108	39349057.8007383	36784464.3204264	30455257.9236394	25648562.0843259	35182715.5551339	27207994.0560714	37929401.5650207	26285164.7411734	26289621.8999659	28023416.6302734
Compound78	; acetoacetic acid; 2-hydroxy-?-butyrolactone	; C4 H6 O3; C4 H6 O3	; Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Cysteine and methionine metabolism;Other; Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Cysteine and methionine metabolism;Other	; Superpathway of L-lysine degradation;Superpathway of L-methionine salvage and degradation;Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Other; Superpathway of L-lysine degradation;Superpathway of L-methionine salvage and degradation;Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Other	102.03196	3.778	2245819218.48122	2002623949.12256	2476295344.06805	930607382.564871	691429251.420459	710812360.921503	1306276165.79599	778401349.2516	1393329009.33208	356811732.44533	684202406.649897	633434612.904131	1691301764.17927	996011015.621713	1083496199.36621	1182496611.51805	63173893.4784724	391866109.269726	1486970369.14941	2206040468.03664	1181173977.00498
Compound79	[Similar to: 2-Hydroxy-1-(4-methoxyphenyl)propyl hexopyranoside; ΔMass: -242.1169 Da]; acetoacetic acid; 2-Oxobutyric acid; [Similar to: 2-Hydroxy-1-(4-methoxyphenyl)propyl hexopyranoside; ΔMass: -242.1169 Da]	; C4 H6 O3; C4 H6 O3; 	; Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Cysteine and methionine metabolism;Other; Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Cysteine and methionine metabolism;Other; 	; Superpathway of L-lysine degradation;Superpathway of L-methionine salvage and degradation;Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Other; Superpathway of L-lysine degradation;Superpathway of L-methionine salvage and degradation;Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Other; 	102.03196	4.241	1579872573.69446	1999497367.0944	1688191899.05874	867118459.574309	683431059.486945	680557128.143912	351977651.593651	672430097.503562	1177811555.65817	186771764.584143	179942373.805642	108741378.71655	1039014197.68154	1186939692.5777	1173764555.94691	1764269940.07933	2240026761.98497	1351667334.79573	1356601754.81209	1362154335.73229	1277722960.30155
Compound80	Phenylacetylene	C8 H6			102.04697	6.121	272897221.014783	313708095.935564	491047363.97683	2444380136.2406	217331508.356229	636838868.702875	308978031.985217	353351281.969795	226658423.980839	88764681.7185674	110504364.872315	212377159.738296	154369696.269836	154354884.172889	134254266.432996	283430730.965875	269597571.106327	216837810.058749	2359641646.45266	353078845.510225	7904287.17330037
Compound81	Phenylacetylene	C8 H6			102.04704	4.714	362152290.876368	617209370.971996	833025542.137936	1337517689.55059	537432041.731907	641519723.186546	183897784.672228	374403149.588531	442401045.291012	190816038.212621	186279091.508603	86702221.7742214	183196456.188389	944938875.43056	153060406.25395	388610595.374854	187026242.337433	671785347.348256	1545777879.04847	1121432421.96434	1204780930.74757
Compound82	Phenylacetylene	C8 H6			102.0471	10.771	5757884042.75214	5833454324.65813	9274381246.25206	3308005023.83014	3128082353.79583	3332148737.06685	5593310752.76068	5916680609.66415	4796665951.85097	1243311264.94469	2699593554.29238	3914024912.93848	3894936585.38369	3040101742.32246	3159837871.38768	4966674074.51958	4015544869.14729	4375706504.14361	6311052412.71931	5767849097.42365	5243454127.17954
Compound83					103.03364	4.045	61981367.0129071	73372676.8608905	59948542.5636091	18666511.977925	5600209.16210643	16234252.9391534	14494456.9309136	28425611.1449547	23009327.9707996	8846006.68758712	6991131.54055757	6899825.07652763	16294058.8090413	47443601.2806936	41144509.3356454	31854111.0038275	115638804.445875	59784856.9777344	26884823.7920113	45981985.0083556	70288662.9535332
Compound84	MNU	C2 H5 N3 O2	Metabolic pathways;Microbial metabolism in diverse environments;Other	Other	103.03855	11.091	1331693.7570003	1906358.4496623	1964172.36439534	1160572.06820336	978781.263684104	1074944.55269522	349676585.38666	44531932.92109	1975077.05684855	12067651.0292038	7860572.15240557	6041294.55119171	8215627.84397143	3501675.93735329	881172.847690762	1762334.52475185	131358980.443945	926616.567880375	2012031.5293235	1886260.37142408	1683967.24913934
Compound85	Thiomorpholine	C4 H9 N S			103.04581	6.263	43154726.4473738	67737473.1196579	115559001.951264	102011654.445467	6456163.65117525	38847198.8181923	29108161.1602671	60235692.8169878	36909939.3978809	14688499.7465617	24662916.9843611	31778179.1576961	27095710.8846625	24897408.5466207	16530768.9603461	40838715.3250206	39250002.5956104	29639872.1399178	133497478.636336	116310334.737529	56825579.0099363
Compound86	N-Ethylglycine	C4 H9 N O2	Metabolic pathways;Microbial metabolism in diverse environments;Arginine and proline metabolism;Cysteine and methionine metabolism;Other	Superpathway of L-methionine salvage and degradation;Other	103.06357	35.393	29758232.0019827	61750737.0020251	30787031.6557486	27889045.2085343	38068232.0027401	43245004.0643249	47375516.8749381	44890515.9939721	104867641.193778	18157240.6599762	30390680.7213881	30980456.637674	29108138.3435282	45158773.058691	26913364.4938335	26155489.744592	84623142.9308208	48515345.442312	74569565.1596498	23073925.7155347	29454831.8770751
Compound87	gamma-Aminobutyric acid	C4 H9 N O2	Metabolic pathways;Microbial metabolism in diverse environments;Arginine and proline metabolism;Cysteine and methionine metabolism;Other	Superpathway of L-methionine salvage and degradation;Other	103.06367	3.781	255166803.589847	230009037.777564	226873487.932196	84704337.8966481	14118347.8881747	81505073.4406251	26663796.8376366	41950490.8431174	165378105.154761	4911580.77711774	6579799.35978627	2689465.15452028	23667719.8015571	32183507.2228655	47585256.0247817	154010370.958897	22713252.4942737	139620632.848441	52556225.5800968	73919897.1436969	105457974.797041
Compound88	gamma-Aminobutyric acid	C4 H9 N O2	Metabolic pathways;Microbial metabolism in diverse environments;Arginine and proline metabolism;Cysteine and methionine metabolism;Other	Superpathway of L-methionine salvage and degradation;Other	103.0637	4.12	336578018.878632	235205544.565992	304663550.650483	214329736.91682	40150043.9439035	86935698.3076259	60898888.0013575	43486582.2689665	89511993.6415045	21247354.8154651	36389009.4621906	29477091.2497557	68703787.9052361	31843610.1403227	54757026.7665417	129183949.45516	106676825.872933	104032966.164024	250499045.220741	167303526.917913	145833939.641058
Compound89	Choline	C5 H13 N O			103.09993	4.061	4994559017.80157	5557931471.09261	6564106698.7408	299114112.464327	7320758052.97336	4592071725.80428	817437891.837786	6632233711.90671	3019293935.7553	3245252050.18595	3832222086.83616	5828811945.96199	4724000808.05393	2088803761.93028	2465926648.03808	4251631975.59035	4430051654.86709	3550675482.48858	4805199684.41476	3465190248.55376	3845090252.77761
Compound90	Choline	C5 H13 N O			103.09993	5.118	3182596667.74362	3017909244.6822	5426347460.79845	5401370531.71989	4209921428.54912	3360436826.96064	3997619856.00736	4523792390.45783	2242223678.66526	2468395220.81088	2337605169.47763	2746840846.66609	1925357153.61944	1495153696.72544	2005121192.1236	2597021224.82215	3600293214.77895	1881976670.68331	4419282052.33662	2831569447.00875	2768855855.10286
Compound91	Choline	C5 H13 N O			103.09994	3.799	6047653093.65184	4781223149.22546	6889451953.7334	11098328254.9508	1786335008.80323	3304234831.72731	13306287157.9579	4951944510.67867	2851873933.20516	1445707811.08503	1666466464.66458	643672207.327255	4724000808.05393	1939349170.03945	2433554091.90169	3010620695.08663	3819333591.23264	3251433787.70256	5542787612.34841	3112160510.76047	3196810258.2908
Compound92	Choline	C5 H13 N O			103.09996	4.458	1653272144.11847	608827950.30185	2024099269.07023	417364306.301656	143866283.077619	670931329.812154	782475389.365836	744810958.552655	852517265.350623	1138058241.68061	1125685883.33211	274455888.484772	710035029.899819	780426074.196296	792702341.429344	919330241.306392	2083383663.16842	230076873.332669	529192501.437522	698744287.520256	782326055.162885
Compound93	Choline	C5 H13 N O			103.09997	35.532	14187362.0409552	54543968.7441681	16827476.4104713	4979352.07435079	45061243.9702559	51410605.5760642	30096757.9640778	39674484.6435105	27508547.3319747	25178162.8768446	45454831.3963005	150868517.432287	17346945.7333097	38770847.0148828	66382635.0851641	218954925.625143	39913976.9037912	58059091.0473373	14772154.0815297	460136802.025876	24525340.4123262
Compound94					103.96263	3.424	77768447.2501636	69298782.3452592	78606595.5019071	89531281.6897904	248495684.365482	130593292.475267	151731817.40527	124578547.287386	61351645.1927041	105728783.185484	78445566.6247075	102021949.148456	98929823.2325461	84003520.9974406	75962760.5510522	69075988.6365799	7986835.79240846	6420207.16142145	76543956.119237	91852127.4689261	90088547.3625799
Compound95					103.96268	3.658	9171293.97106253	2509800.73973478	2391892.56078917	3309557.30247362	8663240.58308247	15288282.8848906	151731817.40527	10484808.1004272	4957716.48408039	20330881.7944115	19322394.0491637	18401555.0301253	15045262.7110058	16083634.1346171	4630241.53813351	2999067.98346733	104595858.712914	69840028.3448524	5078454.84036391	2955567.32837695	2607825.6546833
