OTU	Genus	Colon_A1	Colon_A2	Colon_A3	Colon_A4	Colon_A5	Colon_A6	Colon_B1	Colon_B2	Colon_B3	Colon_B4	Colon_B5	Colon_B6	Colon_C1	Colon_C2	Colon_C3	Colon_C4	Colon_C5	Colon_C6	Colon_D1	Colon_D2	Colon_D3	Colon_D4	Colon_D5	Colon_D6	SI_A1	SI_A2	SI_A3	SI_A4	SI_A5	SI_A6	SI_B1	SI_B2	SI_B3	SI_B4	SI_B5	SI_B6	SI_C1	SI_C2	SI_C3	SI_C4	SI_C5	SI_C6	SI_D1	SI_D2	SI_D3	SI_D4	SI_D5	SI_D6
3abae39e94cf51920aec2b9fb42b53a9	 g__Family_XIII_UCG-001	0.0017	5e-04	5e-04	5e-04	2e-04	0	0	1e-04	4e-04	0.0011	3e-04	3e-04	1e-04	0.0011	0	3e-04	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83db0ce4368f169ef71342064440d682	 g__Blautia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08eedcaf8f982611c4982038139f6271	 g__Lachnospiraceae_NK4A136_group	0.0025	0	0	0	0	0	0	0	5e-04	0.002	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7799200040e84123975fe96a93db4500	 g__Tyzzerella	0.0012	0	6e-04	0	0	0	2e-04	5e-04	0.001	5e-04	7e-04	0	8e-04	0	0	0	3e-04	0	0	0	4e-04	2e-04	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0
3e0a5c3c45d702a53a3d2de195e4db33	 g__Monoglobus	4e-04	0	0	0.001	0	5e-04	0.0014	0	4e-04	7e-04	0	5e-04	0.0018	0	9e-04	0	0	0	0	0	2e-04	0	0	0	2e-04	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6d4ab2107d92228c6751838e7dbbe697	 g__GCA-900066575	0	6e-04	0	0	0	0	0	0.0015	0.0015	0	0.0011	0	0.0011	0.0036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
df521d04c10176cc2fa9ecd6b565747c	0	0	0	0	0.0024	0	0	0	0	0	0	0	0.0016	0	0	0	6e-04	0	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36283e391244b7f2f6bf4aa44a5289c8	 g__Roseburia	0.0018	0	0	0	0	0	0	0	0	0	0.0023	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c8e34bb10306cd8cc72e42eb1313b7c8	 g__Clostridia_UCG-014	0	0.0013	0	6e-04	0	6e-04	0	0	0	0.0012	0	6e-04	0	0	0	0	0	0	0	0.0028	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9e-04	0	0	0	0
1ed042ec7e64fa5c66f0898472c5ac02	 g__uncultured	0.0023	4e-04	0	3e-04	0	5e-04	0	0	4e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	0	0.0016	0
5e18094f37d33836726fabc09f8e46fc	 g__Clostridia_vadinBB60_group	4e-04	0.0017	0	6e-04	0	5e-04	5e-04	0	0	0	4e-04	0	0	0	4e-04	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265db877b8d28ec4be074da88a846ec7	 g__uncultured	0	0.0017	0	0.0016	0	6e-04	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0.0012	0
1d9a5ba78b68a6a4e27d52ccb4dceaa7	 g__uncultured	0	0	0	5e-04	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0.0055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1d1ef4cfd93e4312369311b3053b9acd	 g__UCG-010	0	0.0011	0	4e-04	0	0	6e-04	0	2e-04	0	9e-04	0	0.0012	0	0	4e-04	0	0	0	0.0013	0.0014	0	0	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e15737671741c707e2fc53a6bf0ff68	0	0	0	0	0	0	0.0013	0	0	0	0	3e-04	0	0	0.0044	0	0	0.0017	0	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0	0	0	0	0	0	0	0	0
50313555c1a4385e25c85b06a5c8ad42	0	0.0012	0	0	0.0011	0	0	0	8e-04	0	0	0.0019	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	9e-04	0	0	0	0	0	0	0
a6d4db2809ef5146f810723d37e004a0	0	0	0.0019	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
943604f71971b419a2367b530186303f	 g__Candidatus_Saccharimonas	0	4e-04	1e-04	7e-04	0	3e-04	0	0	0	0.003	2e-04	1e-04	0	0	0	0	0	0	0	0	0	2e-04	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	5e-04	0	0	0	0
f04daeff44dab21fd83fda443d5a0e1c	 g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e997b84121104c0999ae87417d492b9a	 g__uncultured	0.0011	6e-04	0	6e-04	0	0	0	0	2e-04	5e-04	0.001	1e-04	0	0	0	0	0	0.0012	0	0	5e-04	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38adbe9eea67ff19396c8bf63d5363bb	0	0.0012	0	0	0	0	0	0	0	0	0.0025	0	0	5e-04	0	3e-04	0.0011	0	0	6e-04	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fccbdff8fac6bb4a77fa3e3d96e7ec2a	 g__Chryseobacterium	0	0	0	0	0	4e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9746280e6ff0f4cda443483da574140f	 g__Clostridia_UCG-014	0	0	0	0.0067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f21e63497ef420be2d5dc993faadbbf9	 g__uncultured	0.0046	0	0	0	0	0	0	0	0	0	0	0	0	9e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9e-04	0	0	0	0	0	0	0	0
7d518e827d9d6a525a3c1d4b64bdc73c	 g__uncultured	0	0.0012	0	0	0	0.0018	0	0	0	0.0022	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61fb5ca7cdf03302d8aa64792733a5eb	 g__Incertae_Sedis	0.0017	3e-04	0	8e-04	0	0	4e-04	4e-04	0	2e-04	1e-04	3e-04	0	0	0	0	0	9e-04	3e-04	0	0	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
da27677418ede8c2b31f3e2a536d4976	 g__Clostridia_UCG-014	0	0	4e-04	0.0013	0	0	0	0	0	0	0	0	0	9e-04	0	0.0021	0	8e-04	0	0	0	0	0.001	4e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c24cb7764cb3671f1630360a5e4dfe39	0	0	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0.0013	0	4e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4a18a72af06424cd6600b6f548ea8f05	 g__Ruminococcaceae	0.0015	0	6e-04	0	0	0	0	0	0	0.001	0	0	0	0	8e-04	0	0	0	0	0.0013	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b871a4b047d73093255fa765a5b363e	 g__RF39	0	0	0	0.0013	0	0	0	0	0	0.0014	0	0	0	0	9e-04	0.0018	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fded9ff7f54a838e9511e58e26c46064	 g__Roseburia	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0.0044	0	0	0	0	0	0	0	0	9e-04	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c7cd50add57e6fd819975e2ee2444e58	 g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0
9e9a1d0b80c0d0fd810a4373f5673994	 g__Clostridia_UCG-014	0	0	0	0.0011	0.0011	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0.0011	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44617e596cc9489738060db649cd3673	0	0	0	0	0	4e-04	0	0	0	0.0049	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0
37a0a427f45ea3b8299b4a41c10d02e6	0	0	0	0	0	0	0	0	0	0	0.0024	0.0022	0	0.001	0	6e-04	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17ea156fc9f9b76d7d2de31320d32005	 g__UCG-009	0.0012	0.0011	0	4e-04	0	5e-04	0	4e-04	0	4e-04	3e-04	8e-04	4e-04	0	1e-04	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cb9170e12e8400720390c96bf53faa8e	 g__uncultured	0	0	6e-04	0	0	0	0	0	0.0039	0	0	0	0	0	0	0	0	0	0	0	0	0.0029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d4dda2c83187c9d33ef042c074b666b1	 g__Roseburia	0.0016	0	0	4e-04	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5e772b31b264edf963a27c18bfd2f867	 g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102	0	0	0	0	0	0	0
fda61bf8d24e267e74c6c51f506ea5ca	 g__RF39	8e-04	0	3e-04	0	0	9e-04	0	0	0	0	0	0	0	0	0	0.0011	0	0.0022	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-04	0	0	0	0	0	0
5224c8677f31bb2d5eb133e3db1f4785	 g__uncultured	0	0	0	0	0	0	0.001	0	0	0.0012	0	7e-04	0.0012	0	0	0	0	0	0	9e-04	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
682dde043b6d08cf20021dc1e423446d	 g__Lachnospiraceae_UCG-006	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0.002	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7807a7c66b7e44dcda14bb67b2e6a4b4	 g__Colidextribacter	0	0	0	0	0	0	0.0016	0	0	0.0015	0	0	0	0	0	0	0	0.0026	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3a636aa3cf7de800747f9dd1311d601c	 g__Clostridia_vadinBB60_group	0	0	0	0	0	0	0	5e-04	0	0	0	0.0014	0	0.0029	0	0	0	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3519f9c73704be543d04847eb1f56c51	 g__Roseburia	0.0011	0	0	0	0	0	0.0011	0	0	6e-04	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0
06f19afc84457f9d2a630bb30c06e9d8	 g__Parvibacter	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0.002	0	6e-04	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a6bed81ae136bbcaf60c91d83befaa68	 g__Incertae_Sedis	0.0024	0	0	2e-04	0	0	0	0	0	0	0	0	0	0.002	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61471d90c2adb4e8e6fee7eecdd9ca8d	0	0.0053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85781f76fdd51f1cea0eab36c8b76a12	0	0.0011	1e-04	2e-04	0	0	0	0.001	5e-04	9e-04	0	0.0018	2e-04	0	0	3e-04	8e-04	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ac28c199405fa8466bdedf16d456edbc	 g__A2	0	0	0	0	0	0	0.0026	0	8e-04	0	0	0	0.0019	0	0	0	0	0	0	0	0.0013	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e5ee1d85ad16f8c94333754ffe9430ff	 g__Tuzzerella	0	0	6e-04	8e-04	0	4e-04	5e-04	0	9e-04	0	0	7e-04	0	8e-04	0	0	0	7e-04	0	0	0	5e-04	0	7e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389baca2895da43bd2e159efb7e006fe	0	0	0	0	7e-04	0	0	0	0	0	0	0	0	0	0	0.0036	0	0	0	3e-04	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3f4409e49a7395b803624dca6790d042	 g__RF39	0	0.0016	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0.0016	4e-04	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2be1254f5e7eb97bd42ec342d9cb11d	 g__uncultured	0.0021	0	0	8e-04	0	0	0	0	0	9e-04	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c67805e12dc927c5b3ba6b192381ecf7	 g__A2	0	0	0	5e-04	0	0	0	0.0029	0	0.0011	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f3ab5707834c9572c581b0b00c369ec3	 g__Clostridia_vadinBB60_group	0	0.0014	0	0	0	0	7e-04	0	0.002	0	3e-04	6e-04	7e-04	0	0	0	2e-04	7e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bc92b5d30c48eaa377a04cef1962017b	 g__Muribaculaceae	0	0	0	0.0015	0	0.0014	0	0	4e-04	0.001	0	0	3e-04	0	0	0	0	0	0.001	0	0	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1897423f0a62b7e5e281904297cc2ca8	 g__Lachnospiraceae_UCG-006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f0468f1fe08495ce72256466bbf15db7	 g__RF39	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0.0024	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79f2535568f7e9ed48564f5595480c84	 g__Clostridia_UCG-014	0	0	0	0	0	0	0	0.002	0	0	0.0025	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a252c86ee882a495a76c18e7f3c63d18	 g__Lachnospiraceae_NK4A136_group	4e-04	0	0	0	0	0.0033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82428f73d298458b5521d85584416970	 g__Clostridia_vadinBB60_group	2e-04	0	0	0	0	0	0	0	4e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5425f9eda71afbc71638d011c18e96ae	 g__Colidextribacter	8e-04	0	0	7e-04	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0.0015	0	9e-04	0	7e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b2cc6ba17754f8343441016609330459	0	0	0	0	0	0	0	0	4e-04	0	0	0.0016	0	0	0	0	0	0	0	0	0.0013	0	2e-04	8e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0
6caad8a7630f14518b1e170e5d3f8aa6	 g__Acetatifactor	0	4e-04	0	0	0	0	0	4e-04	0	0	6e-04	0	0	0	0	0	0	0	0	8e-04	0	0	0	0.0032	0	0	0	0	0	0	0	0	0	0	9e-04	0	0	0	0	0	0	0	0	0	0	0	0	0
1c84969de623bab6df000f5bdff6a512	 g__Romboutsia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0
226ab97195d19858d059fffaef17f5d7	0	0.0022	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ed9de529fb936c6ff7f1cc357cb1099e	0	0	0.001	0	0	0	0.0021	0	8e-04	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0
6116fd7dc95407952dfa6a8cad835556	 g__Erysipelatoclostridiaceae	0	4e-04	4e-04	0	0	0	3e-04	5e-04	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-04	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9520bccf1741d8490cd863a3a10aba02	 g__RF39	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f5e65944985d39991cba3fab949a0150	 g__ASF356	0	0.0013	0	0	0	0	0	0	0	0	0	0	5e-04	7e-04	5e-04	0	0.0014	0	0	8e-04	6e-04	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
958d78a02bef69a795806f97adb117ea	 g__Colidextribacter	0	8e-04	0	0	0	0.0012	0	0	0	0	0	0	0	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-04	0	0	0	0
f2caef992889f6e566ac524fee2a2ab0	 g__RF39	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0	0.0029	0	0	0	7e-04	0	8e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
419e26d16fb61bf254c41a5c0e3a71da	 g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065
5f52cfbaaa24156ce4890b1e49443f86	 g__Colidextribacter	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0
ef7a59a2c2a260e03e8e6df36b757be8	 g__Oscillibacter	7e-04	0.0012	0	0	0	0	0	2e-04	0	3e-04	0	0	0	5e-04	4e-04	0	0	0	0	3e-04	0	8e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0da32f8f5c5fe39c14b5309de056e8b3	 g__Rothia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	0	0.0048	0	0.0015	0	0	0	0	0	0	0	0	0
ec77b8bc25a3aacda06ec2b5068e295a	 g__Clostridia_UCG-014	0.0021	0	0	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f86c536a0839b448a93580a165464ab4	0	0.0012	0	0	0	0	0	0	0	0	6e-04	0	0	0	0.0017	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1841ceeb252a3e471065c84c01175567	 g__uncultured	7e-04	4e-04	0	0	0	0	0	0	0	0.0014	7e-04	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c75ae6008025d80134bd14e9712f9d5c	 g__GCA-900066575	8e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273fa0191072af3d33e32271b35c8f18	0	0	0	0	0.0017	0	0	0	0	0	5e-04	0	0	0	0	0	7e-04	0	0	0	4e-04	0	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
497a26126c9e726c768bdec79e8c4e9b	 g__Curtobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	4e-04	0	0	0	0	0	0.0026	0	0	0.0039	0	0	0	0	0	0	0	0
b060079a052d8ef0971aa8faf2adb85c	 g__Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056	0	0	0
d23bbe506e4ded19e9dd017b65275bab	 g__uncultured	0	2e-04	0	7e-04	0	0	2e-04	0	0	0	0	0	5e-04	0.001	1e-04	8e-04	0	4e-04	0	4e-04	4e-04	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e4b615589808944fb3b8ff54cdf16e5	 g__RF39	0	0	0	0.0021	0	7e-04	0	0	0	0	0	0	0	0	0	7e-04	0	0	3e-04	6e-04	0	0	0	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23462e39e31bf2d1bc4d7864ca01462b	0	0	0	0	0	0	0	0	5e-04	5e-04	0	0	0	0	0	0	0	2e-04	0	0	0	3e-04	3e-04	7e-04	9e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	0.001	0
a6b6710fb78a99a2d9112a2ff620abb6	 g__Roseburia	0	3e-04	0.0015	9e-04	0	8e-04	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9eab7a1249300ee6e9757c224201f94d	 g__Stenotrophomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062
9606fa0e5a80b3f33807f982a4d797ed	 g__Clostridia_UCG-014	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6bc4c77df179300155c05af0975334e9	 g__Clostridia_vadinBB60_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	7e-04	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dca5bc29c8ae92cee48c6ec73347a13b	 g__Monoglobus	0	0	0	0	0	3e-04	4e-04	0	0	0	0	0	0	0	0	0	0	0	0	0.0044	0	0	0	0	0	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2d01d21dc12ee96d173b6ab4e83f9a3b	0	0	0.0011	0	0	0	7e-04	0	0	0	7e-04	8e-04	0	0	0	0	8e-04	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132d024572f0885fc6aa63fbdcdf2bcc	 g__Incertae_Sedis	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9e-04	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0fa9b2ca1527c33928e33283f5f5fcc5	 g__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0.0018	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
