Name	Assigned Name	Formula	KEGG Pathways	Metabolika Pathways	Molecular Weight	RT [min]	Area: A7-SI-GenX.raw (F1)	Area: A9-SI-GenX.raw (F3)	Area: B8-SI-micro-metlab.raw (F7)	Area: B10-SI-micro-RNA.raw (F9)	Area: B12-SI-micro-metlab.raw (F10)	Area: D7-SI-GenX.raw (F15)	Area: D9-SI-GenX.raw (F17)	Area: B7-SI-GenX.raw (F6)	Area: B9-SI-GenX.raw (F8)	Area: D8-SI-micro-metlab.raw (F16)	Area: D10-SI-micro-metlab.raw (F18)	Area: D12-SI-micro-DNA.raw (F19)	Area: A8-SI-micro-DNA.raw (F2)	Area: A10-SI-micro-DNA.raw (F4)	Area: A12-SI-micro-RNA.raw (F5)	Area: C8-SI-micro-DNA.raw (F12)	Area: C10-SI-micro-RNA.raw (F13)	Area: C12-SI-micro-metlab.raw (F14)
Compound80	Benzaldehyde	C7 H6 O	NA	NA	106.04209	10.683	427129.585049647	295282.249876234	1036139.46322539	155265.755445573	476696.388306109	226793.875198658	286783.035457552	845156.49483966	208918.058619251	1546428.58462974	703875.563147828	382806.468162371	795186.835945495	1133885.96352308	335636.785203595	510903.797116492	300798.5224494	116424.429544028
Compound81			NA	NA	107.04687	28.618	6760718.00324223	7176723.5193548	8943487.72046951	15890157.9606915	11270810.8412395	5975297.601159	5338310.32104554	5099352.52577792	4956389.97550806	18799418.6970502	10677933.9366481	15864859.0446674	14821467.8808135	2344845.34246692	9324018.73319771	11380519.0171391	13663877.7673356	17189935.0641262
Compound82		C2 H7 N S2	NA	NA	109.00161	3.06	495066.79122723	783564.908984027	44194157.8636824	23376836.0636808	28190654.7173093	23122.0547277334	308893.600925819	273362.853276875	50563.7858027459	1178333.98074606	9493036.32600685	352117.720992652	34569691.6650401	11054842.7340768	46998365.6327742	9789072.53090724	7074886.70472636	3805842.59933046
Compound83		C H3 N O5	NA	NA	109.00163	3.821	52615.2814619239	67856.9512088122	4647551.05850091	5957295.6454994	6623395.82872212	19282.6672429823	24062.1849776301	22513.3289658158	17595.1504047649	259675.92009918	983765.887535847	111858.606449195	2978402.14930793	3695981.38303544	7368623.57804686	1820926.98435316	1514492.89897121	1541814.23016633
Compound84	2-Amino-4-methylpyrimidine	C5 H7 N3	NA	NA	109.0642	3.454	558530.034867146	384215.014757963	1614686.68906532	501295.560947584	1512924.2990445	109352.335183373	178137.169277883	152413.831069729	76825.5257871099	5669828.71423491	401274.177793201	3280885.58170429	1953298.07990289	5564646.86497619	890402.782560432	1470319.14074589	902324.234607726	1109458.94372335
Compound85	; 3,4-Diaminopyridine	; C5 H7 N3	NA	NA	109.0642	4.172	1085746.8147835	819418.29540982	1853576.94487557	1211863.65578034	3141277.76079126	192662.215227177	822028.971803323	827971.498396224	191899.757165544	1061970.35584736	1306859.30631633	1156482.92051018	653140.031365792	5312694.65492422	1781366.15158995	278859.032976477	851066.2249347	1317225.49249321
Compound86	3,4-Diaminopyridine	C5 H7 N3	NA	NA	109.06423	3.923	303347.872686477	200052.140306983	849083.358451017	624409.272528074	2676010.28176102	31417.1130811781	218302.16094674	115861.354508168	60791.9166313963	1874899.58514322	67281.2581445588	2628902.08756613	891422.660962839	2341545.46323946	246308.645374844	886463.475149516	730427.642683619	1345882.73283546
Compound87			NA	NA	109.9078	3.351	865800.139479014	562395.259878292	274585.295687167	909307.87568961	333582.717595854	716520.770521216	483795.703376405	469048.868838308	522195.575378677	772067.821156756	458905.960670996	117825.591650342	309738.860805172	409001.244769524	383449.684323222	676905.92236401	513557.381999823	726652.562914281
Compound88			NA	NA	110.00242	3.052	56797.1738813269	82035.4829614488	5381815.60045814	2077125.29050315	3300784.4765634	5971.13367540796	35306.2488361711	24298.1386379018	5961.31800405983	131211.15999384	1076270.13521838	54088.7397133772	4274728.96635655	1354871.52255845	5924729.09466178	1136833.32831076	669897.182897048	301758.548275803
Compound89			NA	NA	110.96122	35.612	135044.370993458	148711.409134975	110844.007894062	214872.517766459	762162.594778396	60930.45585139	44352.939061013	50244.0867644584	52218.6521613316	1868935.32365011	311426.673692878	1176093.87790421	102695.514054608	20282.97349943	118046.800787964	179152.233794542	151549.773427922	200813.529180088
Compound90		C3 H2 N3 P	NA	NA	110.99913	3.079	69867.8613326286	99532.167696296	6114179.699155	2470613.07783484	3876311.3839614	5080.81887873195	38458.1785972539	31799.8343036177	5951.6122872382	155878.011906113	1205013.26377548	51590.6221098978	4748842.73987347	1487248.88346777	6396614.82391425	472915.881384022	767048.526732858	375803.513291916
Compound91		C H N7	NA	NA	111.02971	3.451	3420113.8174666	1885493.46231946	2324496.56085923	1891460.53902398	1911296.8845798	1295596.12589655	1661035.12337929	1962654.49545442	917741.495638167	6236475.37706656	2271177.0163119	948056.10664339	2518842.15851375	3710535.78832565	1525313.20633544	3709933.54135654	2795557.81128564	2438861.25257671
Compound92			NA	NA	111.02977	3.685	1432965.18467531	790572.712782016	492751.264678198	595680.685035457	677765.606665652	762840.325125983	712992.60224058	731516.466551716	730889.184459864	2806883.76168956	563485.985740872	397756.658239674	736444.847693053	1431634.26239894	351544.635506239	738516.704053898	215572.710464813	671561.558259552
Compound93	Cytosine	C4 H5 N3 O	NA	NA	111.04341	3.751	151354.865745354	247751.158639573	2656521.88334383	1477777.66599837	1284139.39768777	13754.0774447145	17609.5086680229	84327.673774662	14996.6473284018	126258.553410911	73156.4989950117	55194.172095109	1703720.12908057	1302387.57312621	153291.867322672	668028.146128834	295646.132906414	378550.27312279
Compound94	Cytosine	C4 H5 N3 O	NA	NA	111.04348	4.11	1801358.75053411	1117135.14787404	7710992.55454497	475933.089451537	4233956.94391911	255183.968419651	554925.405563457	1392181.96912042	478411.373583184	25354815.8765534	1171822.13968284	6197615.80543042	1912582.62187998	15085715.9548756	3435866.8405568	2220951.02378217	768230.396267773	593783.29113332
Compound95	Cytosine	C4 H5 N3 O	NA	NA	111.04349	5.169	1389010.36162329	1067172.60470134	6716399.9398041	457278.501479231	2978496.26246211	129808.645541808	755844.019345402	999480.547404844	339122.131669613	10957266.3174685	553531.526824535	2548551.49676929	2069511.21917987	9580914.72214536	1435018.55723072	1660222.49886301	322635.091907489	448013.99952437
Compound96	Histamine	C5 H9 N3	NA	NA	111.07983	3.324	25878.0386119163	28979.0174529147	64611.715875472	589943.695794859	142185.267075578	44647.732450642	28651.5972969463	13420.6000928165	9322.64370906146	237028.081517589	465518.435686755	160810.018373766	85578.3606065906	155687.138917067	109231.910162975	97863.909581486	727374.545599656	142173.231288654
Compound97		C7 H13 N	NA	NA	111.10498	3.124	1891823.16728765	1419435.47564864	3520681.08795968	2717339.1815833	1608246.96612006	546127.282048991	1601484.05770557	1429908.326351	608260.631105401	509791.879819558	309324.880145503	282764.299962957	2680680.990087	1409768.84625811	3999378.3751418	944364.756190369	774840.501424525	314152.029989133
Compound98			NA	NA	111.93183	3.304	4451.39461674773	11799.6416447869	331216.777186516	134862.50390865	181433.021740661	2602.05774153416	2542.92042269692	2106.38984074851	1798.57668613885	10796.1337818406	58129.4537656822	3742.88431331422	226254.106449713	70859.3378370146	332797.12622335	82916.8738295657	51137.2233645467	16310.0387528461
Compound99	2-Furoic acid	C5 H4 O3	NA	NA	112.01605	3.226	9487.29511557415	7906.97765535581	846343.848637002	111578.659955281	672377.691842577	4090.70704647046	2218.93032243076	2743.73838892518	4151.78066047721	109388.65744912	28706.4259567548	110559.929216103	586994.754389572	158079.893064348	52296.7451140123	46568.1814275605	30158.6386668919	37337.8328941417
Compound100	Uracil	C4 H4 N2 O2	NA	NA	112.02579	4.213	2463554.40603603	2721943.03127797	4684439.18187866	2290343.59802015	2808058.27989005	718436.404958108	1254690.0458763	1545830.05093731	499985.063270823	13473241.3346442	834691.028156954	657319.960259817	7455934.15432869	6008215.20083268	866113.411706822	1834535.52613093	2273253.72056832	1107309.80963424
Compound101	Uracil	C4 H4 N2 O2	NA	NA	112.02748	5.455	1707169.85271361	1298860.95045755	972277.83669024	1558856.61974603	717935.34183717	540198.504499377	817910.62992626	958729.475455944	561564.718040105	2683560.49459267	183650.755064535	268881.922970836	1671090.4935034	1885689.3556591	345286.549731153	733193.669589646	977482.019816713	433911.282999071
Compound102			NA	NA	112.95641	35.626	1650146.88252853	384391.335440241	795511.734305895	2335761.02572021	3991200.2214134	546242.180539095	455591.766611193	15905.4931227699	482883.450128622	26971844.6665078	4520792.47677749	25115489.4593895	1008972.58724656	77700.5094816202	1225583.67306284	1636707.07855525	1313242.06799032	1862655.88298299
Compound103			NA	NA	112.95642	35.254	1590482.83993143	1448761.0415637	901292.10680399	391618.616211441	7339987.67769206	26817.2488487069	296469.317138502	265687.127513402	357184.570257357	2957891.83459792	1090842.93828123	8716282.16447372	291172.157586966	1065750.13516298	440662.988490575	151861.016152829	175288.565095944	99939.2555948883
Compound104			NA	NA	113.04633	4.137	70287.0679299531	32084.2104416284	221314.068315862	138818.859716681	100448.803324718	23569.2155561654	65776.073981239	63489.805710074	24829.2830044076	122678.138658897	240185.401578796	59362.2611797534	222066.014159597	236599.02409017	161505.45472938	150858.641406958	214036.538651027	55306.5937631525
Compound105	Creatinine	C4 H7 N3 O	NA	NA	113.05906	4.111	252211.380452067	627705.717121353	836518.854229144	2822101.28393549	1551890.50099017	315910.710225131	267707.067573852	436103.48662776	532458.749335275	3679260.20434841	1419631.06728669	845575.224912249	534376.967129046	2008795.31724863	1005406.83796241	2141072.21438101	6853098.16918332	3735389.90710354
Compound106	Creatinine	C4 H7 N3 O	NA	NA	113.0591	4.53	120282.477963243	969193.89435618	3379201.97789707	1086764.55379789	701147.587798604	85757.2898244017	645589.757363822	1666732.05388067	227458.830530874	3860353.68755837	1560819.96122776	1385351.98484061	1151262.58994199	1090799.79140956	507976.048611392	1396111.02455266	12765303.2309575	1721554.67042817
Compound107	Creatinine	C4 H7 N3 O	NA	NA	113.05913	3.692	325108.269135627	254411.072454335	2314537.17097658	1836850.47353402	1756642.00265437	141044.816825094	148582.163127646	345177.715701899	234904.682026128	6398118.60477605	2269019.31677688	1926521.30934364	1694381.26782689	2340205.00762032	875208.475066576	462422.313107037	36521601.2898257	2422367.15671652
Compound108			NA	NA	113.92895	3.306	3598.83064982217	2946.51750077501	187841.710020102	76497.8397614235	113123.253015018	2103.69242879706	1800.01314127691	1702.95850447388	1454.09999818466	8728.37851928202	27357.7228567559	3026.01947147414	130306.365584964	41391.1013560562	178980.088564669	43530.930470313	26409.6130378741	8625.4226475091
Compound109			NA	NA	113.94308	3.252	23413.9001316609	77649.0904598652	144727.753130473	18625.81485355	497221.142682242	6236.30061812974	108526.682238218	6826.38456258224	6270.32748427636	11819.4880164423	35499.9400503671	2892.83817464987	134982.481990068	71698.9695152516	23335.1194828179	15809.3927760655	22432.8236447576	8621.29166048413
Compound110			NA	NA	113.99145	3.107	2494957.49112361	1577355.08702865	1387379.78559995	3249402.95282326	1770617.89199724	1503451.60011323	1160942.20424822	1222575.56836183	1012580.44903634	6874415.32362927	2691839.88070653	6898460.60238157	959199.389391566	4775532.03064637	477775.524765838	4210909.68193652	3939926.85898892	7230131.86014377
Compound111			NA	NA	113.9941	3.941	1270871.909208	299946.397685212	469639.824776941	135818.506366576	95834.4873160216	12128.3701615529	446143.884589751	968706.010544908	11737.5611929006	32489.7949736552	40034.1575379341	48177.1929234173	603216.738294174	3156955.28331054	204414.364323632	244310.654625049	311741.952898588	118669.169337877
Compound112			NA	NA	114.0302	4.404	65517.5048024276	50705.0318040291	181271.48232955	169097.803243059	315931.627244323	244365.609810211	33190.8471433643	116712.023617733	348910.587579653	162170.756519139	1949730.67691496	100007.021073723	349741.427889724	222078.99073977	326304.37908165	158247.089438845	221240.447451104	568087.108106378
Compound113			NA	NA	114.03024	3.663	7573529.80252986	6465426.04100743	8542254.3583506	3230543.41834819	8950766.87817063	5407590.91698325	4471358.47556052	6466697.19924284	4017082.29288721	8543564.12083583	9203572.44947604	2858071.73247471	7399422.5697933	6893818.2238107	4630500.35378952	5910892.53549187	5502806.18171608	6433935.62458643
Compound114	cis-acetylacrylic acid; ; 	C5 H6 O3; C H2 N6 O; 	NA; NA	NA; NA	114.03184	4.164	1898175.65341902	2358149.31866187	1841484.9161114	1033412.39539593	2405205.82335324	870585.013375217	871342.434415011	1398294.18302462	686728.595367939	4468372.01001675	1946785.48002161	555135.222139392	1908260.73685184	2165974.31160232	1140328.93166992	1125712.29063777	747758.905322753	1156224.51999013
Compound115	Prolinamide	C5 H10 N2 O	NA	NA	114.07946	3.626	26895.1263415248	27753.7725932348	103191.968297117	198997.121798739	115191.217416916	20130.5507590046	14887.0491939556	19073.3940504645	14168.8429564345	96237.1065251483	70539.7356484489	38675.1455458116	129189.538758231	157681.808128077	213839.524737116	297560.617761377	93318.4371152409	67912.7873768304
Compound116			NA	NA	114.57145	3.515	21190.1979976362	9317.22376741984	41237.2554720768	30866.3978564293	148333.987431777	11104.0347214637	6365.13068551461	10263.3842007158	8710.97934744245	191740.961952739	31684.7807360998	549122.657875648	28159.365177512	163241.075313144	49209.4927536145	26585.0505958989	33876.7756839532	73260.8409613043
Compound117	Maleamic acid	C4 H5 N O3	NA	NA	115.02685	3.523	2590715.92008595	1391607.23838201	8530565.65139523	9541018.46641826	12767786.4850239	606886.653552948	577820.134379643	856731.928638092	574679.449478003	20082864.782948	2917853.19068655	43063942.4603294	6660703.93920275	29407200.6492419	6830866.17969526	10097942.043653	7460266.85507955	9639479.54413938
Compound118	Maleamic acid	C4 H5 N O3	NA	NA	115.02692	3.901	1038554.17962073	677182.241138456	4462296.48445524	3121289.9623303	5878562.54224049	382201.062451693	263748.140887549	522888.97646408	374267.389832735	8455740.24713466	2115353.64587953	16052407.5880466	3335511.90215072	10401435.9429478	2065189.63860099	4874045.363645	2015356.48394303	3293890.63536455
Compound119	D-(+)-Proline; 	C5 H9 N O2; 	NA	NA	115.06344	3.812	45486751.3689887	37341654.3836094	131063608.859585	67351015.5095875	103512073.706566	22856126.2532895	27292540.0213785	37675360.3083583	16281609.3359967	307328505.720181	71258559.7216596	131391167.471619	207088692.006073	267994166.516024	66291400.5850464	117824275.194618	59359178.9078544	67599559.5877522
Compound120	D-(+)-Proline	C5 H9 N O2	NA	NA	115.06347	4.625	24880873.5073584	18351508.7438389	73307498.452379	26155456.5476503	57701486.7815646	11925202.9999584	13754559.0830765	13563080.3449983	10502332.1612665	182286663.084933	43484779.0500869	43940649.6851594	89320758.2897512	143053643.77783	36440899.4524169	57176868.202524	30654167.1660365	23820473.2043172
Compound121	D-(+)-Proline; 	C5 H9 N O2; 	NA	NA	115.06352	4.163	1566687.55854252	1077680.03673023	61219986.9505802	4660429.43195663	22893358.7232401	660640.108480429	4523476.36452279	7873894.73731132	3080486.42031247	153946447.332296	19750937.6212231	25684692.8606369	10144242.3578983	24575527.2701165	25978267.5575497	10766921.01538	4405241.2607316	5641374.62664823
Compound122	; n-Hexanamide	; C6 H13 N O	NA; NA	NA; NA	115.09965	3.952	1050125.62316898	1046460.19442029	2427345.50748866	2599217.88228566	2787758.58670795	1503276.65639915	802827.830755208	1880709.74224676	1288622.66480929	7437093.97696486	3200065.89290391	1673686.00869309	2368342.76898647	3424511.82759956	1956430.61944084	1906124.50986426	2767433.47206688	1973292.73564399
Compound123		C4 H6 P2	NA	NA	115.99455	3.133	12578.4444999361	24443.3952042884	1126779.86690884	571611.912793723	1121466.17400203	2676.28764548217	8083.49970254483	3856.57142744158	1887.34412947503	22251.2512448225	292641.301996201	5666.99858636008	729389.158402093	505013.435506902	951614.05308272	192696.036222424	148230.640829508	130206.441638897
Compound124			NA	NA	116.00966	4.132	427052.563154906	138907.862569018	635665.087304246	185609.769928451	265360.358852711	84935.0436316368	209593.141623421	124874.618146256	58355.0852578398	1063401.19720299	364350.022637648	630716.286676804	713011.604009481	1366861.65369432	206072.316848064	363354.969996036	628390.799024885	361190.699670913
Compound125	Levulinic acid	C5 H8 O3	NA	NA	116.04744	4.068	32317.7834038201	22005.3692987771	340047.383820541	1718465.97615883	64913.1213588499	25005.4983557744	15599.4261932967	25908.6230993017	12326.8496832364	853354.738907219	1223877.36861056	459979.802379796	43592.3657768574	19706.5329564429	182276.634995328	362588.255860164	126616.705291192	212512.966178757
Compound126			NA	NA	116.95236	0.463	369218.146282826	215569.329188849	427088.706768302	16055.4756097723	19678.8858034423	215701.183820134	156159.377237017	4360.30638691904	3891.60468900211	753221.610652562	10139.2530689668	483199.445775962	401482.311937752	26284.4818720448	9185.08456280661	599739.441165202	25300.9320615804	617984.779470732
Compound127			NA	NA	116.98335	3.244	2761.56630428483	2568.42588313517	251400.11714142	202041.29207211	142053.205923111	1487.94186090084	1320.58930059959	1578.84657435573	1188.69391049154	8152.77088224917	40761.9040849132	7264.22590714224	197770.791095234	61646.7823568937	327996.848276526	55650.8076588241	41909.7708171332	17322.3247277738
Compound128			NA	NA	117.02782	3.032	5842.34333551165	3903.84856166596	295059.724259951	225186.43495876	214966.341923317	3385.37004598958	3108.90196085093	3476.24463936403	2451.2302994069	15409.1983799721	82583.4284369495	12318.9556706085	215515.123638506	131941.348182074	289961.832002116	90408.1827834034	63783.640191915	33593.9101793549
